activity_year,loan_amount,income,interest_rate,debt_to_income_ratio,loan_term,property_value,loan_to_value_ratio,action_taken,is_conventional_type,is_fha_type,is_va_type,is_home_purchase_purpose,is_home_improvement_purpose,is_refinancing_purpose,unemployment_measure,federal_funds_measure,money_stock
2021,48.5,97.0,3.75,49.0,360.0,52.5,90.851,1,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,20.5,299.0,2.875,48.0,180.0,280.5,7.143,1,1,0,0,0,1,0,5.358333333333334,0.25,7.64
2021,1.5,13.0,4.001042690815007,60.0,48.0,2.5,72.17,0,1,0,0,0,1,0,5.358333333333334,0.25,7.64
2021,33.5,200.0,2.125,25.0,120.0,57.5,58.05,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,32.5,118.0,4.25,25.0,360.0,44.5,71.803,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,21.5,146.0,2.8083137254901964,60.0,360.0,23.5,91.59,0,0,1,0,0,0,1,5.358333333333334,0.25,7.64
2021,9.5,74.0,2.375,33.0,120.0,30.5,32.0,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,22.5,513.0,2.25,20.0,120.0,175.5,13.0,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,25.5,62.0,2.851883192153366,45.0,240.0,43.5,60.0,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,51.5,98.0,3.0703554564533055,55.0,360.0,80.5,64.375,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,26.5,190.0,2.851883192153366,20.0,240.0,45.5,65.88,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,23.5,57.0,2.5,46.0,312.0,37.5,64.236,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,34.5,93.0,2.875,33.0,360.0,45.5,74.29,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,70.5,133.0,3.19,49.0,360.0,95.5,74.15,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,70.5,228.0,2.625,25.0,360.0,227.5,30.769,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,14.5,111.0,2.8083137254901964,33.0,360.0,18.5,77.799,0,0,1,0,0,0,1,5.358333333333334,0.25,7.64
2021,53.5,97.0,3.0,37.0,360.0,56.5,95.575,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,34.5,116.0,3.0703554564533055,33.0,360.0,44.5,77.53,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,35.5,114.0,2.375,36.0,240.0,59.5,60.0,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,21.5,41.0,3.25,37.0,360.0,30.5,70.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,27.5,65.0,3.1256261762189905,60.0,360.0,28.5,96.5,0,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,32.5,47.0,3.25,46.0,360.0,31.5,100.0,1,0,0,1,1,0,0,5.358333333333334,0.25,7.64
2021,38.5,184.0,2.99,20.0,360.0,65.5,59.389,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,23.5,56.0,2.851883192153366,55.0,360.0,38.5,62.05,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,10.5,43.0,3.1430324107793153,47.0,360.0,12.5,80.0,0,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,35.5,92.0,3.5,47.0,360.0,36.5,96.5,1,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,10.5,20.0,2.75,40.0,360.0,32.5,30.769,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,36.5,86.0,4.0,41.0,360.0,37.5,101.41,1,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,18.5,24.0,3.955092409240924,60.0,360.0,27.5,66.812,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,18.5,55.0,3.0703554564533055,25.0,360.0,25.5,74.506,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,16.5,289.0,3.5,25.0,360.0,55.5,85.0,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,12.5,14.0,2.851883192153366,60.0,276.0,15.5,80.467,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,52.5,85.0,3.0,47.0,360.0,65.5,80.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,54.5,28.0,3.1430324107793153,60.0,360.0,58.5,93.186,0,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,9.5,44.0,3.75,25.0,360.0,13.5,72.538,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,26.5,289.0,2.25,25.0,180.0,40.5,66.5,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,30.5,78.0,2.99,33.0,360.0,31.5,97.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,10.5,127.0,3.625,40.0,360.0,32.5,32.0,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,26.5,149.0,1.99,36.0,180.0,36.5,72.074,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,25.5,156.0,4.001042690815007,55.0,360.0,200.5,62.918,0,1,0,0,0,1,0,5.358333333333334,0.25,7.64
2021,10.5,144.0,3.0703554564533055,37.0,360.0,12.5,83.333,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,25.5,72.0,2.99,33.0,360.0,24.5,100.0,1,0,0,1,1,0,0,5.358333333333334,0.25,7.64
2021,41.5,107.0,3.0703554564533055,45.0,360.0,59.5,69.966,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,19.5,116.0,2.851883192153366,33.0,360.0,27.5,74.552,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,25.5,449.0,3.25,37.0,300.0,200.5,48.54,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,300.5,913.0,3.0,42.0,360.0,500.5,60.0,0,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,10.5,32.0,3.625,33.0,360.0,10.5,100.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,21.5,162.0,2.99,25.0,360.0,80.5,27.0,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,54.5,189.0,2.75,20.0,360.0,84.5,65.19,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,20.5,101.0,3.1256261762189905,60.0,360.0,21.5,96.5,0,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,40.5,344.0,2.25,25.0,180.0,72.5,56.25,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,26.5,39.0,3.1256261762189905,60.0,360.0,26.5,96.5,0,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,36.5,84.0,2.75,36.0,360.0,38.5,95.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,25.5,87.0,2.375,25.0,360.0,25.5,103.6,1,0,0,1,1,0,0,5.358333333333334,0.25,7.64
2021,5.5,14.0,3.0703554564533055,55.0,240.0,22.5,24.499,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,17.5,23.0,2.851883192153366,49.0,360.0,32.5,53.988,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,20.5,83.0,2.0,49.0,180.0,25.5,78.431,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,31.5,151.0,2.75,33.0,360.0,42.5,73.741,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,7.5,180.0,5.25,25.0,360.0,10.5,75.0,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,54.5,110.0,2.99,42.0,360.0,57.5,95.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,27.5,87.0,2.75,33.0,360.0,27.5,100.0,1,0,0,1,1,0,0,5.358333333333334,0.25,7.64
2021,21.5,82.0,2.75,33.0,180.0,35.5,61.08,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,12.5,65.0,3.0703554564533055,55.0,276.0,23.5,54.31,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,44.5,358.0,2.125,38.0,180.0,90.5,49.6667,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,24.5,67.0,3.25,36.0,360.0,35.5,69.577,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,7.5,36.0,2.375,45.0,180.0,14.5,53.448,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,19.5,81.0,4.0,43.0,360.0,28.5,69.118,1,1,0,0,0,1,0,5.358333333333334,0.25,7.64
2021,18.5,13.0,4.001042690815007,37.0,360.0,80.5,80.0,0,1,0,0,0,1,0,5.358333333333334,0.25,7.64
2021,14.5,158.0,2.875,41.0,360.0,24.5,61.0,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,23.5,162.0,2.25,33.0,180.0,35.5,66.286,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,23.5,129.0,2.875,33.0,180.0,45.5,51.11,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,78.5,136.0,2.94,46.0,360.0,82.5,95.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,19.5,86.0,2.75,38.0,360.0,21.5,90.0,1,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,25.5,70.0,2.851883192153366,39.0,360.0,28.5,91.429,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,15.5,300.0,3.0703554564533055,20.0,360.0,35.5,42.857,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,19.5,63.0,3.25,33.0,360.0,20.5,97.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,9.5,55.0,3.0,20.0,360.0,9.5,95.001,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,13.5,48.0,2.875,25.0,360.0,17.5,80.0,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,27.5,82.0,3.625,33.0,360.0,29.5,90.667,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,27.5,70.0,3.125,43.0,360.0,31.5,90.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,51.5,165.0,2.75,46.0,360.0,56.5,88.433,1,0,1,0,0,0,1,5.358333333333334,0.25,7.64
2021,28.5,52.0,2.875,38.0,360.0,29.5,95.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,22.5,52.0,3.1256261762189905,60.0,360.0,22.5,101.079,0,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,15.5,45.0,2.99,55.0,360.0,24.5,61.008,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,32.5,110.0,2.874,25.0,360.0,52.5,61.14,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,15.5,115.0,3.58,39.0,360.0,32.5,84.95,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,17.5,63.0,2.99,20.0,336.0,29.5,59.93,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,39.5,103.0,2.851883192153366,60.0,180.0,55.5,72.0,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,12.5,54.0,3.25,33.0,360.0,12.5,98.526,1,0,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,1.5,18.0,4.001042690815007,47.0,60.0,8.5,13.632,0,1,0,0,0,1,0,5.358333333333334,0.25,7.64
2021,68.5,176.0,2.625,33.0,360.0,71.5,95.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,22.5,180.0,3.375,25.0,360.0,27.5,81.818,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,34.5,51.0,3.25,46.0,360.0,36.5,95.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,6.5,23.0,3.25,25.0,360.0,14.5,43.66,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,44.5,81.0,2.99,40.0,360.0,67.5,65.92,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,22.5,54.0,2.875,25.0,360.0,27.5,80.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,17.5,40.0,3.875,43.0,360.0,18.5,95.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,21.5,57.0,2.851883192153366,25.0,360.0,24.5,90.833,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,2.5,108.0,4.25,44.0,300.0,52.5,64.861,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,19.5,220.0,3.125,43.0,360.0,33.5,59.403,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,23.5,68.0,2.625,33.0,360.0,24.5,97.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,14.5,38.0,4.001042690815007,60.0,360.0,47.5,69.98,0,1,0,0,0,1,0,5.358333333333334,0.25,7.64
2021,17.5,42.0,2.851883192153366,60.0,180.0,28.5,63.0,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,31.5,76.0,3.25,43.0,360.0,75.5,41.98,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,20.5,173.0,2.375,20.0,180.0,25.5,80.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,1.5,20.0,4.24,20.0,120.0,2.5,71.174,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,25.5,156.0,4.001042690815007,45.0,360.0,60.5,84.648,0,1,0,0,0,1,0,5.358333333333334,0.25,7.64
2021,30.5,87.0,2.75,45.0,360.0,31.5,96.493,1,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,26.5,71.0,2.75,48.0,360.0,73.5,35.374,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,18.5,44.0,3.1430324107793153,60.0,360.0,22.5,80.0,0,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,16.5,62.0,3.955092409240924,20.0,30.0,27.5,119.634,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,30.5,151.0,2.797,25.0,360.0,54.5,56.697,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,26.5,56.0,2.73408077994429,55.0,360.0,29.5,90.0,0,0,0,1,0,0,0,5.358333333333334,0.25,7.64
2021,13.5,55.0,3.1430324107793153,25.0,360.0,14.5,90.0,0,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,8.5,21.0,2.851883192153366,55.0,360.0,18.5,44.199,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,16.5,30.0,3.0703554564533055,60.0,240.0,26.5,63.62,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,15.5,113.0,3.0703554564533055,25.0,360.0,18.5,86.667,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,14.5,201.0,2.851883192153366,20.0,360.0,26.5,53.585,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,21.5,162.0,2.99,25.0,360.0,80.5,27.0,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,11.5,55.0,2.5,46.0,120.0,18.5,59.0,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,9.5,144.0,6.49,33.0,360.0,71.5,89.231,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,43.5,288.0,2.25,25.0,180.0,72.5,59.59,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,52.5,260.0,3.124,33.0,360.0,97.5,54.46,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,13.5,61.0,2.375,33.0,360.0,15.5,89.367,1,0,1,0,0,0,1,5.358333333333334,0.25,7.64
2021,49.5,178.0,2.851883192153366,55.0,180.0,80.5,62.0,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,15.5,56.0,2.851883192153366,48.0,180.0,35.5,45.571,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,24.5,55.0,2.875,33.0,360.0,37.5,66.486,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,4.5,107.0,4.25,39.0,240.0,55.5,85.03,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,66.5,316.0,3.125,25.0,360.0,89.5,75.06,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,26.5,96.0,2.851883192153366,33.0,360.0,67.5,39.407,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,53.5,271.0,2.875,33.0,360.0,172.5,30.7,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,33.5,103.0,2.4,47.0,360.0,32.5,99.877,1,0,0,1,1,0,0,5.358333333333334,0.25,7.64
2021,19.5,69.0,2.875,25.0,360.0,31.5,63.2,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,18.5,106.0,2.875,25.0,360.0,38.5,48.439,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,13.5,46.0,3.125,25.0,360.0,37.5,35.45,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,20.5,210.0,3.99,20.0,240.0,59.5,33.4,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,37.5,101.0,2.999,37.0,360.0,63.5,59.524,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,4.5,27.0,3.5,25.0,360.0,5.5,96.5,1,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,17.5,52.0,2.75,25.0,360.0,17.5,100.0,1,0,0,1,1,0,0,5.358333333333334,0.25,7.64
2021,21.5,33.0,3.1430324107793153,55.0,360.0,24.5,86.42,0,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,17.5,94.0,3.1430324107793153,25.0,180.0,18.5,95.0,0,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,7.5,32.0,2.625,36.0,360.0,15.5,48.0,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,20.5,101.0,3.0703554564533055,33.0,360.0,40.5,50.0,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,31.5,115.0,2.75,55.0,360.0,31.5,96.5,1,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,38.5,98.0,3.1430324107793153,40.0,360.0,40.5,95.0,0,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,28.5,75.0,2.851883192153366,44.0,360.0,43.5,65.116,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,19.5,65.0,2.951474178403756,44.0,360.0,24.5,80.0,0,0,1,0,0,0,0,5.358333333333334,0.25,7.64
2021,37.5,197.0,3.25,20.0,360.0,46.5,80.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,16.5,47.0,3.75,47.0,360.0,22.5,75.0,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,7.5,0.0,3.955092409240924,25.0,360.0,64.5,52.52,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,36.5,150.0,2.875,25.0,360.0,46.5,80.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,20.5,126.0,3.0,20.0,360.0,37.5,56.216,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,16.5,23.0,2.73408077994429,60.0,360.0,48.5,35.0,0,0,0,1,0,0,0,5.358333333333334,0.25,7.64
2021,26.5,68.0,2.5,38.0,360.0,38.5,67.584,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,17.5,46.0,3.125,33.0,360.0,18.5,96.5,1,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,20.5,55.0,3.125,38.0,360.0,25.5,80.0,1,1,0,0,0,1,0,5.358333333333334,0.25,7.64
2021,37.5,76.0,3.25,47.0,360.0,53.5,70.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,7.5,268.0,3.25,38.0,60.0,67.5,70.109,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,21.5,112.0,3.0,25.0,360.0,33.5,65.667,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,24.5,65.0,2.875,41.0,360.0,43.5,57.9,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,11.5,120.0,2.25,20.0,180.0,22.5,53.363,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,118.5,1669.0,2.25,20.0,180.0,182.5,64.658,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,18.5,226.0,2.25,20.0,180.0,35.5,51.549,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,24.5,75.0,2.99,43.0,360.0,33.5,74.535,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,38.5,161.0,3.25,25.0,360.0,65.5,59.538,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,6.5,58.0,2.75,33.0,120.0,25.5,26.0,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,15.5,80.0,2.851883192153366,20.0,360.0,16.5,94.828,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,30.5,75.0,3.0703554564533055,33.0,360.0,37.5,80.0,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,86.5,170.0,3.0,33.0,360.0,107.5,80.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,9.5,40.0,2.851883192153366,55.0,360.0,14.5,68.0,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,2.5,43.0,3.875,42.0,144.0,12.5,86.29,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,14.5,27.0,3.1256261762189905,55.0,360.0,15.5,96.5,0,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,19.5,50.0,2.5,44.0,180.0,29.5,66.487,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,35.5,93.0,2.625,36.0,180.0,50.5,70.0,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,73.5,148.0,2.851883192153366,44.0,360.0,125.5,58.88,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,23.5,41.0,3.75,39.0,360.0,23.5,100.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,25.5,281.0,4.5,33.0,420.0,69.5,35.971,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,14.5,50.0,3.125,39.0,360.0,27.5,52.37,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,46.5,158.0,2.75,25.0,360.0,59.5,78.24,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,27.5,142.0,2.375,25.0,180.0,46.5,59.78,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,4.5,62.0,3.5,25.0,240.0,26.5,79.9,1,1,0,0,0,1,0,5.358333333333334,0.25,7.64
2021,32.5,65.0,2.951474178403756,49.0,360.0,41.5,78.049,0,0,1,0,0,0,0,5.358333333333334,0.25,7.64
2021,14.5,50.0,3.125,39.0,360.0,27.5,52.37,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,11.5,32.0,3.125,38.0,360.0,15.5,71.0,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,30.5,122.0,2.75,25.0,240.0,32.5,95.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,19.5,82.0,3.0703554564533055,40.0,360.0,24.5,80.0,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,35.5,440.0,2.625,25.0,360.0,45.5,77.78,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,19.5,156.0,2.5,37.0,120.0,221.5,8.755,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,12.5,70.0,4.25,33.0,360.0,19.5,60.606,1,1,0,0,0,1,0,5.358333333333334,0.25,7.64
2021,16.5,65.0,3.0703554564533055,33.0,360.0,27.5,60.0,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,13.5,128.0,2.375,20.0,180.0,24.5,54.167,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,17.5,24.0,2.851883192153366,60.0,360.0,26.5,66.78,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,5.5,142.0,3.1430324107793153,25.0,360.0,28.5,83.9,0,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,26.5,128.0,2.625,33.0,180.0,37.5,71.47,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,26.5,74.0,3.125,25.0,360.0,27.5,95.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,2.5,96.0,4.001042690815007,33.0,360.0,22.5,11.11,0,1,0,0,0,1,0,5.358333333333334,0.25,7.64
2021,79.5,419.0,2.875,25.0,360.0,160.5,50.0,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,40.5,127.0,3.25,25.0,360.0,42.5,95.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,2.5,55.0,3.0703554564533055,33.0,180.0,9.5,21.482,0,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,36.5,101.0,2.851883192153366,33.0,360.0,52.5,69.14,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,17.5,211.0,2.75,41.0,300.0,100.5,72.48,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,28.5,86.0,3.125,33.0,360.0,29.5,95.0,1,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,33.5,206.0,2.875,42.0,360.0,162.5,20.62,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,36.5,106.0,2.951474178403756,55.0,360.0,49.5,73.17,0,0,1,0,0,0,0,5.358333333333334,0.25,7.64
2021,16.5,38.0,2.99,42.0,360.0,23.5,71.926,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,40.5,156.0,3.125,41.0,360.0,47.5,85.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,5.5,77.0,3.5,20.0,360.0,7.5,85.0,0,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,23.5,43.0,2.25,55.0,360.0,23.5,100.0,1,0,0,1,1,0,0,5.358333333333334,0.25,7.64
2021,37.5,120.0,2.875,25.0,360.0,48.5,77.066,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,29.5,92.0,2.851883192153366,48.0,300.0,37.5,77.92,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,14.5,83.0,2.75,48.0,96.0,37.5,38.44,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,48.5,168.0,2.375,25.0,360.0,140.5,34.39,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,21.5,72.0,5.0,45.0,180.0,37.5,58.39,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,19.5,86.0,2.851883192153366,55.0,360.0,24.5,81.0,0,1,0,0,0,0,1,5.358333333333334,0.25,7.64
2021,26.5,86.0,2.99,38.0,360.0,33.5,79.0,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,38.5,24.0,3.1430324107793153,60.0,30.0,39.5,95.0,0,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,17.5,69.0,3.124,42.0,360.0,18.5,95.0,1,1,0,0,1,0,0,5.358333333333334,0.25,7.64
2021,26.5,141.0,3.25,20.0,360.0,43.5,79.0,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,19.5,58.0,3.375,33.0,360.0,27.5,69.891,1,1,0,0,0,0,0,5.358333333333334,0.25,7.64
2021,10.5,123.0,2.5,25.0,360.0,10.5,48.0,0,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,27.5,101.0,2.5,42.0,360.0,28.5,96.5,1,0,1,0,1,0,0,5.358333333333334,0.25,7.64
2021,45.5,88.0,2.999,33.0,360.0,190.5,23.895,1,1,0,0,0,0,1,5.358333333333334,0.25,7.64
